id,0
13518783164498355150900635905895481162,93216.484
299896161723793383246777788797566040330,78916.3
316180649972302128246133616457018378621,225999.42
222527157104148385909188217274642813298,120721.17
160460343059850745858546502614838368036,105662.35
262727202368986244371977784343233436999,63868.008
254093764205800086330999281077926851120,148158.83
26118184613036116787803832945215674478,190462.75
216524630140335566712794225427064313,217927.55
185631381169816366226494379020452029389,236292.36
193325654448132563278364141820152041311,148196.8
238917637717691361625086479663492481749,120349.23
55430829679256880238551444522175018156,123057.03
215317645068876070368783807654911699750,235962.67
81597227204971961501733390453078413740,179010.38
144896666825908872755051834814298387194,121566.54
184599608599423525451999366981389806783,204160.83
332523842755767369964829329030378044388,107003.34
115343777354602647202140618045743635008,174493.16
20757170217235469489036110086071917277,96694.01
185526399598537813925895625787601650168,108490.805
60658042813489826886245400795986219027,103723.914
252469656136469704862465423825396909961,201546.16
144289133420257677937750963126363910239,26640.387
286704706212186527658783613441315754259,120812.28
104788498292328609834480593297039083847,69772.16
83091551517048057678460117003997132666,230146.67
253819240599250454081144283787356606601,77705.34
47552100267769170589122325402191982347,136668.62
143932540867090135955180920741784357244,203435.73
196345985565471044954698780677909306202,225861.7
244792708737468723430839923035345593106,60803.785
84589940414664494482357035061818012137,79094.65
272199586960887794853261858460695880945,165595.64
49959439507026713714422386346459644032,68491.83
281026519311657672970881937258693325762,63921.918
93074564150014753673961081882123830374,180356.84
26728401390792884431172378844166640182,246064.38
188211565885838356078706489204052877949,50242.69
72487946181948797581370306862646034491,130557.555
228864048115975611203958077134700148633,127211.0
112454259487642510247400972640243226784,122913.16
222663295482952330188872827964862490542,31408.705
174300102534868734265445704595501072047,125918.016
65616068149477861830943576277231644996,149677.72
12512429268260634755522419284910697215,172031.22
336344009530167442733355949279054127993,50345.54
79522286518792634854353998912967788405,93725.63
82689802293775881487902613650793199776,132630.77
145087209205382180995284342956932775590,91033.52
148379644220249469735831915363404593938,100603.9
81783415914068556337040372580510327746,121888.945
17392005129747944984443660408573750669,83651.09
221003909581330971303914733428302885356,186928.7
32270994133870633595828638411924379558,117852.3
44743423162474884539743903954385097896,150400.94
256739781367016694034266877805520625472,181737.64
102069821313289958956134954896763391138,166450.67
295239204594155572903470420706758961711,80320.84
217043924033496343963491521400562422856,85456.62
230630223901851276472648163541398202700,85742.36
228794583325189840821498523768389390979,81163.34
226883211751919793077312253417502568887,119419.36
178727794896076301413017290746899811351,70356.33
233324434070255280697734700180958891999,121935.82
120196782885257163651164953359063822616,54717.527
307587965035124177469706843302286678852,81852.8
147918433942232310306879997092064646229,88597.96
322862357217576382174561616320866894896,197153.03
239523402888574028389406143855331971634,246247.72
113509983214540261664688743850173663995,98985.23
109891169875096641331353504149265117244,149066.9
